Module Name,Phisycal Name,Bench Name,Unit Name,Data Type,Unit Type,Unit Measure,Decimals,LinkChannel,ModuleID,ChannelID,Description,
BeckhoffADS,JW Mixing Valve Feedback,JW Mixing Valve Feedback,,SINGLE,GENERIC,,2,,3004,135,Position feedback of the JW mixing valve,
BeckhoffADS,Measure Box Load Cell Power Unit State,Measure Box Load Cell Power Unit State,,SINGLE,GENERIC,,0,,3004,136,State of the Load Cell Power Unit,
BeckhoffADS,WCAC Mixing Valve Feedback,WCAC Mixing Valve Feedback,,SINGLE,GENERIC,,2,,3004,138,Position feedback of the WCAC mixing valve,
BeckhoffADS,PLC Watchdog,PLC Watchdog,,SINGLE,GENERIC,,0,,3004,139,Watchdog signal from the PLC to Horus,
BeckhoffADS,AIA401,P_Fuel_In,,SINGLE,GENERIC,kPaG,3,,3004,141,,
BeckhoffADS,AIA401_30sAVERAGE,,P_Fuel_In_30sAVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1141,,
BeckhoffADS,AIA402,P_Coolant_In,,SINGLE,GENERIC,kPaG,3,,3004,142,,
BeckhoffADS,AIA402_30sAVERAGE,,P_Coolant_In_30sAVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1142,,
BeckhoffADS,AIA403,P_Coolant_Out,,SINGLE,GENERIC,kPaG,3,,3004,143,,
BeckhoffADS,AIA403_30sAVERAGE,,P_Coolant_Out_30sAVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1143,,
BeckhoffADS,AIA404,P_WCAC_CltIn,,SINGLE,GENERIC,kPaG,3,,3004,144,,
BeckhoffADS,AIA404_30sAVERAGE,,P_WCAC_CltIn_30sAVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1144,,
BeckhoffADS,AIA405,P_WCAC_CltOut,,SINGLE,GENERIC,kPaG,3,,3004,145,,
BeckhoffADS,AIA405_30sAVERAGE,,P_WCAC_CltOut_30sAVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1145,,
BeckhoffADS,AIA406,P_Crankcase,,SINGLE,GENERIC,mBar,3,,3004,146,,
BeckhoffADS,AIA406_30sAVERAGE,,P_Crankcase_30sAVERAGE,SINGLE,GENERIC,mBar,3,,3004,1146,,
BeckhoffADS,AIV405,WCAC Flow Rate,,SINGLE,GENERIC,L/min,3,,3004,147,,
BeckhoffADS,AIV405_30sAVERAGE,,WCAC_Flow_Rate_30sAverage,SINGLE,GENERIC,L/min,3,,3004,1147,,
BeckhoffADS,AIV406,JW Flow Rate,,SINGLE,GENERIC,L/min,3,,3004,148,,
BeckhoffADS,AIV406_30sAVERAGE,,JW_Flow_Rate_30sAverage,SINGLE,GENERIC,L/min,3,,3004,1148,,
BeckhoffADS,AIA409,P_Air_In_LH,,SINGLE,GENERIC,mBar,3,,3004,149,,
BeckhoffADS,AIA409_30sAVERAGE,,P_Air_In_LH_30sAVERAGE,SINGLE,GENERIC,mBar,3,,3004,1149,,
BeckhoffADS,AIA410,P_Air_In_RH,,SINGLE,GENERIC,mBar,3,,3004,150,,
BeckhoffADS,AIA410_30sAVERAGE,,P_Air_In_RH_30sAVERAGE,SINGLE,GENERIC,mBar,3,,3004,1150,,
BeckhoffADS,AIA411,P_Air_Out_LH,,SINGLE,GENERIC,mBar,3,,3004,151,,
BeckhoffADS,AIA411_30sAVERAGE,,P_Air_Out_LH_30sAVERAGE,SINGLE,GENERIC,mBar,3,,3004,1151,,
BeckhoffADS,AIA412,P_Air_Out_RH,,SINGLE,GENERIC,mBar,3,,3004,152,,
BeckhoffADS,AIA412_30sAVERAGE,,P_Air_Out_RH_30sAVERAGE,SINGLE,GENERIC,mBar,3,,3004,1152,,
BeckhoffADS,AIV401,Q_Blowby,,SINGLE,GENERIC,L/min,3,,3004,153,,
BeckhoffADS,AIV402,,Airbox RH,SINGLE,GENERIC,%RH,3,,3004,154,,
BeckhoffADS,AIV403,,Airbox Centre Temperature,SINGLE,GENERIC,�C,3,,3004,155,,
BeckhoffADS,AIV404,P_Crankcase_1,,SINGLE,GENERIC,kPa,2,,3004,156,,
BeckhoffADS,AIV404_30sAVERAGE,P_Crankcase_1_30sAVERAGE,,SINGLE,GENERIC,kPa,2,,3004,1156,,
BeckhoffADS,RTD401,Dyno temperature In,,SINGLE,GENERIC,�C,2,,3004,157,,
BeckhoffADS,RTD402,Dyno temperature Out,,SINGLE,GENERIC,�C,2,,3004,158,,
BeckhoffADS,RTD403,,,SINGLE,GENERIC,�C,2,,3004,159,,
BeckhoffADS,RTD404,,,SINGLE,GENERIC,�C,2,,3004,160,,
BeckhoffADS,RTD405,T_Coolant_In,,SINGLE,GENERIC,�C,2,,3004,161,,
BeckhoffADS,RTD405_30sAVERAGE,,T_Coolant_In_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1161,,
BeckhoffADS,RTD406,T_Coolant_Out,,SINGLE,GENERIC,�C,2,,3004,162,,
BeckhoffADS,RTD406_30sAVERAGE,,T_Coolant_Out_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1162,,
BeckhoffADS,RTD407,T_WCAC_CltIn,,SINGLE,GENERIC,�C,2,,3004,163,,
BeckhoffADS,RTD407_30sAVERAGE,,T_CAC_CltIn_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1163,,
BeckhoffADS,RTD408,T_WCAC_CltOut,,SINGLE,GENERIC,�C,2,,3004,164,,
BeckhoffADS,RTD408_30sAVERAGE,,T_CAC_CltOut_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1164,,
BeckhoffADS,RTD409,Fuel PreHX Temperature,,SINGLE,GENERIC,�C,2,,3004,165,,
BeckhoffADS,RTD410,,Fuel PreHX Temperature_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,166,,
BeckhoffADS,RTD411,Coolant tank temperature,,SINGLE,GENERIC,�C,2,,3004,167,,
BeckhoffADS,RTD412,T_Fuel_In,,SINGLE,GENERIC,�C,2,,3004,168,,
BeckhoffADS,RTD412_30sAVERAGE,,T_Fuel_In_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1168,,
BeckhoffADS,RTD413,T_Airbox_LH,,SINGLE,GENERIC,�C,2,,3004,169,,
BeckhoffADS,RTD413_30sAVERAGE,,T_Airbox_LH_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1169,,
BeckhoffADS,RTD414,T_Airbox_RH,,SINGLE,GENERIC,�C,2,,3004,170,,
BeckhoffADS,RTD414_30sAVERAGE,,T_Airbox_RH_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1170,,
BeckhoffADS,RTD415,Fuel process water loop temperature,,SINGLE,GENERIC,�C,2,,3004,171,,
BeckhoffADS,RTD416,Incoming fuel temperature sensor,,SINGLE,GENERIC,�C,2,,3004,172,,
BeckhoffADS,ENC401,,,SINGLE,GENERIC,RPM,0,,3004,181,,
BeckhoffADS,ENC402,,,SINGLE,GENERIC,RPM,2,,3004,182,,
BeckhoffADS,ENC403,AC Motor Speed,,SINGLE,GENERIC,RPM,0,,3004,183,,
BeckhoffADS,ENC403_30sAVERAGE,,AC Motor Speed_30sAVERAGE,SINGLE,GENERIC,RPM,0,,3004,1183,,
BeckhoffADS,Measure Box Load Cell State,Measure Box Load Cell State,,SINGLE,GENERIC,,0,,3004,184,State of the Load Cell,
BeckhoffADS,JW Temp K Actual,JW Temp K Actual,,SINGLE,GENERIC,,3,,3004,190,Actual JW Temp K,
BeckhoffADS,JW Temp Ti Actual,JW Temp Ti Actual,,SINGLE,GENERIC,,3,,3004,194,Actual JW Temp Ti,
BeckhoffADS,WCAC Temp K Actual,WCAC Temp K Actual,,SINGLE,GENERIC,,3,,3004,196,Actual WCAC Temp K,
BeckhoffADS,WCAC Temp Ti Actual,WCAC Temp Ti Actual,,SINGLE,GENERIC,,3,,3004,197,Actual WCAC Temp Ti,
BeckhoffADS,AIV407,Vacuum Pump Temperature,,SINGLE,GENERIC,�C,2,,3004,208,,
BeckhoffADS,AIV408,Exhaust Backpressure Valve Position Feedback,,SINGLE,GENERIC,%,2,,3004,209,,
BeckhoffADS,Engine Speed,Engine Speed,,SINGLE,GENERIC,,0,,3004,210,Engine speed calculated from pickup pulses and engine teeth count,
BeckhoffADS,Engine Speed_30sAVERAGE,,Engine Speed_30sAVERAGE,SINGLE,GENERIC,,0,,3004,1210,,
BeckhoffADS,ACC801,XAXIS1 Acceleration,,SINGLE,GENERIC,g,4,,3004,213,,
BeckhoffADS,ACC802,YAXIS1 Acceleration,,SINGLE,GENERIC,g,4,,3004,214,,
BeckhoffADS,ACC803,ZAXIS1 Acceleration,,SINGLE,GENERIC,g,4,,3004,215,,
BeckhoffADS,ACC804,XAXIS2 Acceleration,,SINGLE,GENERIC,g,4,,3004,216,,
BeckhoffADS,ACC805,YAXIS2 Acceleration,,SINGLE,GENERIC,g,4,,3004,217,,
BeckhoffADS,ACC806,ZAXIS2 Acceleration,,SINGLE,GENERIC,g,4,,3004,218,,
BeckhoffADS,Coolant Tank Fill Step,Coolant Tank Fill Step,,SINGLE,GENERIC,,0,,3004,219,Main coolant tank auto fill step,
BeckhoffADS,Dock Step,Dock Step,,SINGLE,GENERIC,,0,,3004,220,Docking step,
BeckhoffADS,Undock Step,Undock Step,,SINGLE,GENERIC,,0,,3004,221,Undocking step,
BeckhoffADS,JW Blowdown Step,JW Blowdown Step,,SINGLE,GENERIC,,0,,3004,222,JW blowdown step description,
BeckhoffADS,JW Fill Step,JW Fill Step,,SINGLE,GENERIC,,0,,3004,227,JW fill step,
BeckhoffADS,JW Leak Check Step,JW Leak Check Step,,SINGLE,GENERIC,,0,,3004,228,JW leak check step,
BeckhoffADS,WCAC Blowdown Step,WCAC Blowdown Step,,SINGLE,GENERIC,,0,,3004,229,WCAC blowdown step,
BeckhoffADS,ENC801,Engine_Speed,,SINGLE,GENERIC,Hz,0,,3004,231,,
BeckhoffADS,AIA501,Vacuum tank pressure,,SINGLE,GENERIC,Bar,3,,3004,292,Measures vacuum pressure in the fuel blow-down tank,
BeckhoffADS,AIA502,P_HdTnkClt,,SINGLE,GENERIC,kPaG,3,,3004,293,,
BeckhoffADS,AIA502_30sAVERAGE,,P_HdTnkClt_30sAVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1293,,
BeckhoffADS,AIA503,P_HdTnk_WCAC,,SINGLE,GENERIC,Bar,3,,3004,294,,
BeckhoffADS,AIA504,Dyno pressure In,,SINGLE,GENERIC,Bar,3,,3004,295,Process water pressure on dyno in pipework,
BeckhoffADS,AIA505,P4_LH,,SINGLE,GENERIC,kPaG,3,,3004,296,,
BeckhoffADS,AIA505_30sAVERAGE,,P4_LH_AVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1296,,
BeckhoffADS,AIA506,P4_RH,,SINGLE,GENERIC,kPaG,3,,3004,297,,
BeckhoffADS,AIA506_30sAVERAGE,,P4_RH_AVERAGE,SINGLE,GENERIC,kPaG,3,,3004,1297,,
BeckhoffADS,AIA507,,,SINGLE,GENERIC,mA,3,,3004,298,,
BeckhoffADS,AIA508,,,SINGLE,GENERIC,mA,3,,3004,299,,
BeckhoffADS,RTD501,T_Bowman_In_Clt,,SINGLE,GENERIC,�C,2,,3004,300,,
BeckhoffADS,RTD501_30sAVERAGE,,T_Bowman_In_Clt_AVERAGE,SINGLE,GENERIC,�C,2,,3004,1300,,
BeckhoffADS,RTD502,T_Bowman_out_Clt,,SINGLE,GENERIC,�C,2,,3004,301,,
BeckhoffADS,RTD502_30sAVERAGE,,T_Bowman_out_Clt_AVERAGE,SINGLE,GENERIC,�C,2,,3004,1301,,
BeckhoffADS,RTD503,Driveshaft bearing temperature 1,,SINGLE,GENERIC,�C,2,,3004,302,,
BeckhoffADS,RTD503_30sAVERAGE,,Driveshaft bearing temperature 1_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1302,,
BeckhoffADS,RTD504,Driveshaft bearing temperature 2,,SINGLE,GENERIC,�C,2,,3004,303,,
BeckhoffADS,TCK501,T4_LH,,SINGLE,GENERIC,�C,1,,3004,304,Measures bank A exhaust temperature (K-type thermocouple)-Panel mount connector,
BeckhoffADS,TCK501_30sAVERAGE,,T4_LH_30sAVERAGE,SINGLE,GENERIC,�C,1,,3004,1304,,
BeckhoffADS,TCK502,,,SINGLE,GENERIC,�C,1,,3004,305,,
BeckhoffADS,TCK503,,,SINGLE,GENERIC,�C,1,,3004,306,,
BeckhoffADS,TCK504,,,SINGLE,GENERIC,�C,1,,3004,307,,
BeckhoffADS,TCK505,,,SINGLE,GENERIC,�C,1,,3004,308,,
BeckhoffADS,TCK506,,,SINGLE,GENERIC,�C,1,,3004,309,,
BeckhoffADS,TCK507,,,SINGLE,GENERIC,�C,1,,3004,310,,
BeckhoffADS,TCK508,,,SINGLE,GENERIC,�C,1,,3004,311,,
BeckhoffADS,RTD601,T_WCAC_Plt_CltIn,,SINGLE,GENERIC,�C,2,,3004,334,,
BeckhoffADS,RTD601_30sAVERAGE,,T_WCAC_CltIn_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1334,,
BeckhoffADS,RTD602,T_WCAC_Plt_CltOut,,SINGLE,GENERIC,�C,2,,3004,335,,
BeckhoffADS,RTD602_30sAVERAGE,,T_WCAC_CltOut_30sAVERAGE,SINGLE,GENERIC,�C,2,,3004,1335,,
BeckhoffADS,RTD603,,,SINGLE,GENERIC,�C,2,,3004,336,,
BeckhoffADS,RTD604,,,SINGLE,GENERIC,�C,2,,3004,337,,
BeckhoffADS,TCK601,T4_RH,,SINGLE,GENERIC,�C,1,,3004,338,Measures bank A exhaust temperature (K-type thermocouple)-Panel mount connector,
BeckhoffADS,TCK601_30sAVERAGE,,T4_RH_30sAVERAGE,SINGLE,GENERIC,�C,1,,3004,1338,,
BeckhoffADS,TCK602,,,SINGLE,GENERIC,�C,1,,3004,339,,
BeckhoffADS,TCK603,,,SINGLE,GENERIC,�C,1,,3004,340,,
BeckhoffADS,TCK604,,,SINGLE,GENERIC,�C,1,,3004,341,,
BeckhoffADS,TCK605,,,SINGLE,GENERIC,�C,1,,3004,342,,
BeckhoffADS,TCK606,,,SINGLE,GENERIC,�C,1,,3004,343,,
BeckhoffADS,TCK607,,,SINGLE,GENERIC,�C,1,,3004,344,,
BeckhoffADS,TCK608,,,SINGLE,GENERIC,�C,1,,3004,345,,
BeckhoffADS,AIA701,Exterior Humidity,,SINGLE,GENERIC,%RH,2,,3004,378,,
BeckhoffADS,AIA702,Exterior Temperature,,SINGLE,GENERIC,�C,1,,3004,379,,
BeckhoffADS,AIA703,CAHU Temp Before Heater,,SINGLE,GENERIC,�C,2,,3004,380,,
BeckhoffADS,AIA704,,,SINGLE,GENERIC,mA,3,,3004,381,,
BeckhoffADS,AIA705,CAHU Humidity After Cooler Coil,,SINGLE,GENERIC,%,2,,3004,382,,
BeckhoffADS,AIA706,CAHU Temp After Cooler Coil,,SINGLE,GENERIC,�C,1,,3004,383,,
BeckhoffADS,AIA707,,,SINGLE,GENERIC,mA,3,,3004,384,,
BeckhoffADS,AIA708,,,SINGLE,GENERIC,mA,3,,3004,385,,
BeckhoffADS,AIA709,,,SINGLE,GENERIC,mA,3,,3004,386,,
BeckhoffADS,AIA710,,,SINGLE,GENERIC,mA,3,,3004,387,,
BeckhoffADS,AIA711,,,SINGLE,GENERIC,mA,3,,3004,388,,
BeckhoffADS,AIA712,,,SINGLE,GENERIC,mA,3,,3004,389,,
BeckhoffADS,Coolant System Leak Check Step,Coolant System Leak Check Step,,SINGLE,GENERIC,,0,,3004,417,Coolant system leak check step,
BeckhoffADS,WCAC Fill Step,WCAC Fill Step,,SINGLE,GENERIC,,0,,3004,421,WCAC fill step,
BeckhoffADS,WCAC Leak Check Step,WCAC Leak Check Step,,SINGLE,GENERIC,,0,,3004,422,WCAC leak check step,
BeckhoffADS,Fuel Evacuation Step,Fuel Evacuation Step,,SINGLE,GENERIC,,0,,3004,424,Fuel blowdown step,
BeckhoffADS,Fuel Evac Tank Empty Step,Fuel Evac Tank Empty Step,,SINGLE,GENERIC,,0,,3004,425,Fuel blowdown tank empty step,
BeckhoffADS,Fuel Day Tank Fill Step,Fuel Day Tank Fill Step,,SINGLE,GENERIC,,0,,3004,426,Fuel day tank fill step,
BeckhoffADS,Fuel Leak Check Step,Fuel Leak Check Step,,SINGLE,GENERIC,,0,,3004,427,Fuel leak check step,
BeckhoffADS,Beckhoff Slave Count 1,Beckhoff Slave Count 1,,SINGLE,GENERIC,,0,,3004,434,First slave count for EtherCAT rundancy check,
BeckhoffADS,Beckhoff Slave Count 2,Beckhoff Slave Count 2,,SINGLE,GENERIC,,0,,3004,435,Second slave count for EtherCAT rundancy check,
BeckhoffADS,Coolant System Blowdown Step,Coolant System Blowdown Step,,SINGLE,GENERIC,,0,,3004,444,Coolant system blowdown step,
BeckhoffADS,CAHU State,CAHU State,,SINGLE,GENERIC,,0,,3004,491,Controller state-machine state,
BeckhoffADS,CAHU Actual Fan Speed,CAHU Actual Fan Speed,,SINGLE,GENERIC,,0,,3004,495,CAHU fan speed,
BeckhoffADS,BCKF_WatchdogIN,,,U64,GENERIC,,0,,3004,1340,,
DSG_CanCcp,dwkrz_0_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,2,,
DSG_CanCcp,dwkrz_1_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,3,,
DSG_CanCcp,dwkrz_2_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,4,,
DSG_CanCcp,dwkrz_3_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,5,,
DSG_CanCcp,dwkrz_4_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,6,,
DSG_CanCcp,dwkrz_5_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,7,,
DSG_CanCcp,dzwwl_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,8,,
DSG_CanCcp,nmot_w_CCP1_AE31a,,,SINGLE,GENERIC,1/min,2,,3005,9,,
DSG_CanCcp,te_l_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,10,,
DSG_CanCcp,tez_l_0_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,11,,
DSG_CanCcp,tez_l_1_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,12,,
DSG_CanCcp,tez_l_2_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,13,,
DSG_CanCcp,tez_l_3_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,14,,
DSG_CanCcp,tez_l_4_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,15,,
DSG_CanCcp,tez_l_5_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,16,,
DSG_CanCcp,wee_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,17,,
DSG_CanCcp,wnwa_w_CCP1_AE31a,,wnwa_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,18,,
DSG_CanCcp,wnwe_w_CCP1_AE31a,,wnwe_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,19,,
DSG_CanCcp,wnwsa_w_CCP1_AE31a,,wnwsa_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,20,,
DSG_CanCcp,wnwse_w_CCP1_AE31a,,wnwse_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,21,,
DSG_CanCcp,zwbas_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,22,,
DSG_CanCcp,zwgru_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,23,,
DSG_CanCcp,zwist_CCP1_AE31a,,zwist_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,24,,
DSG_CanCcp,zwout_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,25,,
DSG_CanCcp,APP_r_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,26,,
DSG_CanCcp,DFES_ctEntry_CCP1_AE31a,,,SINGLE,GENERIC,,2,,3005,27,,
DSG_CanCcp,DFES_numDFC_0_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,28,,
DSG_CanCcp,DFES_numDFC_1_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,29,,
DSG_CanCcp,DFES_numDFC_10_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,30,,
DSG_CanCcp,DFES_numDFC_11_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,31,,
DSG_CanCcp,DFES_numDFC_12_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,32,,
DSG_CanCcp,DFES_numDFC_13_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,33,,
DSG_CanCcp,DFES_numDFC_14_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,34,,
DSG_CanCcp,DFES_numDFC_15_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,35,,
DSG_CanCcp,DFES_numDFC_16_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,36,,
DSG_CanCcp,DFES_numDFC_17_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,37,,
DSG_CanCcp,DFES_numDFC_18_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,38,,
DSG_CanCcp,DFES_numDFC_19_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,39,,
DSG_CanCcp,DFES_numDFC_2_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,40,,
DSG_CanCcp,DFES_numDFC_3_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,41,,
DSG_CanCcp,DFES_numDFC_4_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,42,,
DSG_CanCcp,DFES_numDFC_5_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,43,,
DSG_CanCcp,DFES_numDFC_6_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,44,,
DSG_CanCcp,DFES_numDFC_7_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,45,,
DSG_CanCcp,DFES_numDFC_8_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,46,,
DSG_CanCcp,DFES_numDFC_9_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,47,,
DSG_CanCcp,fr_w_CCP1_AE31a,,fr_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,48,,
DSG_CanCcp,frm_w_CCP1_AE31a,,frm_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,49,,
DSG_CanCcp,hatlstr_w_CCP1_AE31a,,hatlstr_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,50,,
